Name;RAJ2000;DEJ2000;zl;zs;pzl;Grade;Ref
HSCJ000129.64-000241.6;000.37350;-00.04490; 0.247;      ; 0.260;C;g
HSCJ000300.00+005337.7;000.75000;+00.89380;      ;      ; 0.970;C;g
HSCJ000313.08+005425.2;000.80450;+00.90700;      ;      ; 1.130;B;g
HSCJ000451.84-010316.6;001.21600;-01.05460;      ;      ; 0.480;A;g
HSCJ000505.83+011005.9;001.27430;+01.16830;      ;      ; 1.100;C;g
HSCJ000644.59+014123.6;001.68580;+01.68990;      ;      ; 0.360;C;g
HSCJ000656.11-004051.2;001.73380;-00.68090;      ;      ; 0.570;C;g
HSCJ000814.09+001120.8;002.05870;+00.18910; 0.506;      ; 0.520;C;g
HSCJ000814.21+020120.3;002.05920;+02.02230; 0.367;      ; 0.370;C;g
HSCJ000848.79+001550.8;002.20330;+00.26410; 0.397;      ; 0.400;A;g
HSCJ000914.62+001032.9;002.31090;+00.17580;      ;      ; 0.570;C;g
HSCJ000914.26+014726.9;002.30940;+01.79080;      ;      ; 0.760;C;g
HSCJ001227.36+002716.2;003.11400;+00.45450;      ;      ; 0.740;C;g
HSCJ001454.10-005708.3;003.72540;-00.95230; 0.535;      ; 0.550;B;g
HSCJ001903.65+022348.1;004.76520;+02.39670; 0.267;      ; 0.240;C;g
HSCJ002016.10+000445.8;005.06710;+00.07940; 0.212;      ; 0.230;C;g
HSCJ002455.32+001909.1;006.23050;+00.31920; 0.451;      ; 0.410;C;g
HSCJ003002.52-001028.2;007.51050;-00.17450;      ;      ; 0.340;C;g
HSCJ003150.42-004049.4;007.96010;-00.68040; 0.476;      ; 0.490;C;g
HSCJ003217.54+010037.8;008.07310;+01.01050; 0.390;      ; 0.370;A;g
HSCJ003341.14+024216.6;008.42140;+02.70460;      ;      ; 0.530;C;g
HSCJ003428.15+022522.4;008.61730;+02.42290;      ;      ; 0.320;A;g
HSCJ003554.26+002122.0;008.97610;+00.35610; 0.254;      ; 0.250;C;g
HSCJ010315.91+000455.9;015.81630;+00.08220; 0.266;      ; 0.290;C;g
HSCJ010455.37+000336.4;016.23070;+00.06010; 0.272;      ; 0.290;C;g
HSCJ010516.08+012621.1;016.31700;+01.43920; 0.265;      ; 0.240;C;g
HSCJ010709.02+011729.0;016.78760;+01.29140; 0.422;      ; 0.440;B;g
HSCJ010752.34+021847.5;016.96810;+02.31320;      ;      ; 0.610;C;g
HSCJ010919.03+015330.1;017.32930;+01.89170; 0.250;      ; 0.250;C;g
HSCJ011148.82-000104.8;017.95340;-00.01800; 0.254;      ; 0.260;C;g
HSCJ011225.75-002246.9;018.10730;-00.37970; 0.466;      ; 0.500;B;g
HSCJ011247.40+005254.5;018.19750;+00.88180; 0.367;      ; 0.370;C;g
HSCJ011259.90+004719.0;018.24960;+00.78860;      ;      ; 0.340;C;g
HSCJ011428.97+025325.1;018.62070;+02.89030;      ;      ; 0.370;C;g
HSCJ011926.98+011404.9;019.86240;+01.23470; 0.613;      ; 0.660;C;g
HSCJ012606.86+023459.9;021.52860;+02.58330; 0.352;      ; 0.360;C;g
HSCJ012723.38+011809.4;021.84740;+01.30260;      ;      ; 0.960;C;g
HSCJ013247.16+011545.7;023.19650;+01.26270; 0.126;      ; 0.120;C;g
HSCJ015310.54-051331.4;028.29390;-05.22540;      ;      ; 0.390;C;g
HSCJ015424.77-003939.6;028.60320;-00.66100;      ;      ; 0.180;B;g
HSCJ015441.14-054407.9;028.67142;-05.73554;      ;      ; 0.330;C;h
HSCJ015541.45-033104.8;028.92270;-03.51800;      ;      ; 0.570;C;g
HSCJ015543.60-043630.1;028.93166;-04.60836; 0.713;      ;      ;C;d
HSCJ015554.49-063019.0;028.97705;-06.50527; 0.534; 0.799;      ;C;c
HSCJ015559.68-051334.8;028.99865;-05.22634; 0.534;      ;      ;C;d
HSCJ015608.97-055610.6;029.03736;-05.93628; 0.659;      ;      ;C;c
HSCJ015618.13-010747.2;029.07554;-01.12977; 0.542; 1.167;      ;A;d,e
HSCJ015628.16-040018.4;029.11735;-04.00511;      ;      ; 0.680;C;h
HSCJ015635.80-042442.2;029.14917;-04.41171; 0.360;      ;      ;C;c
HSCJ015641.05-020202.9;029.17103;-02.03415;      ;      ; 0.350;C;h
HSCJ015647.70-045728.9;029.19875;-04.95803; 0.561;      ;      ;C;c
HSCJ015654.31-042425.2;029.22630;-04.40700;      ;      ; 0.120;B;g
HSCJ015656.52-001838.5;029.23550;-00.31070;      ;      ; 0.460;C;g
HSCJ015657.86-053141.1;029.24107;-05.52809;      ;      ; 0.650;C;h
HSCJ015706.94-012225.0;029.27890;-01.37360; 0.302;      ; 0.520;C;g
HSCJ015715.98-000717.8;029.31660;-00.12160; 0.388;      ; 0.350;C;g
HSCJ015716.44-051513.3;029.31850;-05.25370; 0.560;      ; 0.530;B;g
HSCJ015719.82-050039.2;029.33260;-05.01090;      ;      ; 0.280;B;g
HSCJ015727.58-022657.5;029.36491;-02.44931;      ;      ; 0.750;C;h
HSCJ015728.51-031400.3;029.36879;-03.23341; 0.375;      ;      ;C;c,h
HSCJ015728.46-051639.7;029.36860;-05.27770; 0.556;      ; 0.590;C;g
HSCJ015731.49-033057.7;029.38121;-03.51602; 0.621;      ;      ;B;c
HSCJ015748.10-010912.2;029.45040;-01.15340; 0.543;      ; 0.590;C;g
HSCJ015750.39-003818.5;029.45994;-00.63849; 0.520;      ;      ;B;d
HSCJ015756.61-021810.0;029.48589;-02.30277; 0.372;      ;      ;B;c,f
HSCJ015756.62-045400.5;029.48590;-04.90013; 0.555;      ;      ;C;c
HSCJ015759.63-021015.2;029.49844;-02.17090; 0.538;      ;      ;C;c
HSCJ015759.09-054449.5;029.49620;-05.74708;      ;      ; 0.730;C;h
HSCJ015818.96-014358.9;029.57901;-01.73302; 0.159;      ;      ;C;c
HSCJ015818.94-025429.0;029.57891;-02.90805;      ;      ; 0.460;C;h
HSCJ015819.47-015703.3;029.58113;-01.95093; 0.440;      ;      ;C;c,h
HSCJ015831.31-010653.8;029.63046;-01.11496; 0.536;      ;      ;C;d
HSCJ015833.00-042044.3;029.63751;-04.34565;      ;      ;      ;C;f
HSCJ015834.44-042410.1;029.64352;-04.40282; 0.437;      ;      ;C;c
HSCJ015835.92-015050.4;029.64965;-01.84734;      ;      ; 0.440;C;h
HSCJ015837.04-061742.9;029.65434;-06.29526;      ;      ; 0.710;C;h
HSCJ015843.79-060520.8;029.68244;-06.08912; 0.650;      ;      ;C;c
HSCJ015902.19-051024.7;029.75914;-05.17353;      ;      ; 0.360;C;h
HSCJ015907.45-034247.5;029.78103;-03.71320;      ;      ; 0.870;C;h
HSCJ015913.79-052502.9;029.80745;-05.41747;      ;      ; 0.630;C;h
HSCJ015913.34-054320.7;029.80560;-05.72243;      ;      ; 0.930;B;h
HSCJ015938.21-035858.8;029.90920;-03.98300;      ;      ; 1.110;B;g,h
HSCJ015938.86-044256.9;029.91190;-04.71580; 0.556;      ; 0.590;C;g
HSCJ015955.97-031033.4;029.98322;-03.17593;      ;      ; 0.710;C;h
HSCJ015958.27-050427.6;029.99278;-05.07434;      ;      ; 0.330;C;h
HSCJ020003.06-040059.0;030.01274;-04.01639;      ;      ; 1.060;C;h
HSCJ020018.51-030549.6;030.07713;-03.09712;      ;      ; 0.770;B;h
HSCJ020020.92-045256.8;030.08717;-04.88244; 0.640;      ;      ;C;c,h
HSCJ020025.56-052855.6;030.10650;-05.48210;      ;      ; 0.410;C;g
HSCJ020028.81-033651.9;030.12003;-03.61442;      ;      ; 0.850;C;h
HSCJ020029.64-052832.2;030.12350;-05.47560;      ;      ; 0.440;C;g
HSCJ020043.13+015827.8;030.17970;+01.97440; 0.351;      ; 0.370;C;g
HSCJ020049.64-013516.5;030.20684;-01.58793; 0.439;      ;      ;C;d
HSCJ020050.32-030027.1;030.20967;-03.00753;      ;      ; 0.730;B;h
HSCJ020057.24-041700.9;030.23851;-04.28359; 0.613;      ;      ;C;c
HSCJ020111.00-060519.5;030.29585;-06.08875; 0.648;      ;      ;C;c
HSCJ020121.93-065707.7;030.34137;-06.95213;      ;      ; 0.770;C;h
HSCJ020123.18-070103.8;030.34657;-07.01773; 0.669;      ;      ;C;c
HSCJ020126.16-021031.9;030.35898;-02.17553; 0.574;      ;      ;C;c
HSCJ020127.43-024221.1;030.36427;-02.70586; 0.437;      ;      ;C;c
HSCJ020141.98-030946.1;030.42492;-03.16279; 0.362;      ;      ;A;c
HSCJ020143.10-021148.1;030.42959;-02.19669; 0.196;      ;      ;C;c
HSCJ020145.49-052858.5;030.43955;-05.48291;      ;      ; 0.730;C;h
HSCJ020149.35-055435.6;030.45563;-05.90990;      ;      ; 0.670;C;h
HSCJ020156.97-020136.6;030.48736;-02.02684; 0.252;      ;      ;C;c
HSCJ020210.52-003932.8;030.54384;-00.65910; 0.370;      ;      ;C;d
HSCJ020211.29-034645.2;030.54706;-03.77922;      ;      ; 0.240;C;h
HSCJ020220.88-034200.0;030.58700;-03.70000;      ;      ; 0.740;C;g
HSCJ020220.59-051651.4;030.58579;-05.28093; 0.700;      ;      ;C;c
HSCJ020221.91-025654.9;030.59130;-02.94857;      ;      ; 0.920;C;h
HSCJ020224.12-054549.7;030.60050;-05.76380; 0.690;      ; 0.680;C;g
HSCJ020241.39-064611.2;030.67247;-06.76979; 0.502; 2.748;      ;A;c,e
HSCJ020242.26-054322.8;030.67610;-05.72300;      ;      ; 0.910;C;g
HSCJ020320.14-063929.8;030.83392;-06.65827; 0.645;      ;      ;C;c
HSCJ020321.36-011647.6;030.83900;-01.27990; 0.603;      ; 0.610;C;g
HSCJ020328.70-065949.2;030.86960;-06.99700;      ;      ; 0.370;C;g
HSCJ020420.38-044355.6;031.08490;-04.73210;      ;      ; 0.320;C;g
HSCJ020420.45-044356.4;031.08521;-04.73233;      ;      ; 0.280;C;h
HSCJ020437.08-021048.7;031.15450;-02.18020;      ;      ; 0.830;C;g
HSCJ020449.88-020206.2;031.20783;-02.03504;      ;      ; 0.850;B;h
HSCJ020450.04-030334.6;031.20850;-03.05960; 0.553;      ; 0.600;C;g
HSCJ020511.11-045934.8;031.29630;-04.99300;      ;      ; 0.620;C;g
HSCJ020531.54-015545.1;031.38141;-01.92919; 0.260;      ;      ;C;c
HSCJ020534.16-051007.3;031.39235;-05.16870; 0.504;      ;      ;C;c
HSCJ020553.08-045643.5;031.47117;-04.94543;      ;      ; 0.740;C;h
HSCJ020556.86-020834.9;031.48690;-02.14302; 0.657;      ;      ;C;c,g,h
HSCJ020613.46-011417.2;031.55610;-01.23810; 0.714;      ; 0.850;C;g
HSCJ020623.52+021819.1;031.59800;+02.30530;      ;      ; 0.360;C;g
HSCJ020624.00-050703.6;031.59998;-05.11766;      ;      ; 0.620;C;h
HSCJ020624.79-052622.9;031.60330;-05.43970; 0.607;      ; 0.400;C;g
HSCJ020745.72-044521.2;031.94050;-04.75590;      ;      ; 0.610;C;g
HSCJ020755.94-042448.5;031.98307;-04.41349; 0.640;      ;      ;C;c
HSCJ020756.83-055211.3;031.98680;-05.86980;      ;      ; 0.050;C;g
HSCJ020832.14-043315.8;032.13390;-04.55440;      ;      ; 0.670;A;g,h
HSCJ020809.14-043848.0;032.03809;-04.64668;      ;      ; 0.590;C;h
HSCJ020810.69-022018.2;032.04453;-02.33839;      ;      ; 0.630;B;h
HSCJ020815.67-030845.4;032.06530;-03.14596;      ;      ; 1.200;C;h
HSCJ020816.08-023724.2;032.06700;-02.62340; 0.514;      ; 0.530;B;g,h
HSCJ020828.88-043254.3;032.12034;-04.54843;      ;      ; 0.780;C;h
HSCJ020832.14-043316.2;032.13390;-04.55450;      ;      ; 0.750;B;g
HSCJ020837.63-042134.9;032.15680;-04.35970;      ;      ; 1.150;C;g
HSCJ020842.47-033206.5;032.17696;-03.53513; 0.347;      ;      ;C;c
HSCJ020846.85-032727.7;032.19520;-03.45769; 0.618;      ;      ;B;c
HSCJ020848.26-042427.0;032.20109;-04.40751;      ;      ; 0.740;A;h
HSCJ020902.88-044814.8;032.26200;-04.80410; 0.639;      ; 0.630;C;g
HSCJ020902.96-044814.9;032.26232;-04.80413;      ;      ; 0.630;C;h
HSCJ020907.50-010544.3;032.28125;-01.09565; 0.426;      ;      ;C;d
HSCJ020909.57-063207.5;032.28988;-06.53540;      ;      ; 0.330;C;h
HSCJ020916.65-035758.7;032.31937;-03.96631;      ;      ; 0.920;C;h
HSCJ020923.58-020206.4;032.34824;-02.03512;      ;      ; 0.850;C;h
HSCJ020929.33-064311.3;032.37220;-06.71980; 0.407;      ; 0.400;A;g
HSCJ020932.21-010734.7;032.38420;-01.12630;      ;      ; 0.740;C;g
HSCJ020937.75+022256.6;032.40730;+02.38240; 0.406;      ; 0.380;C;g
HSCJ020939.40-031948.9;032.41415;-03.33026; 0.542;      ;      ;C;c
HSCJ020955.42-024442.0;032.48090;-02.74500;      ;      ; 0.560;A;g,h
HSCJ020957.65-035456.9;032.49020;-03.91580;      ;      ; 0.460;A;g
HSCJ021002.35-024304.1;032.50980;-02.71780;      ;      ; 0.690;C;g
HSCJ021010.49-011836.7;032.54370;-01.31020; 0.758;      ; 0.770;C;g
HSCJ021017.14-035045.7;032.57140;-03.84602;      ;      ; 0.850;C;h
HSCJ021022.88-032020.5;032.59534;-03.33902;      ;      ; 1.000;C;h
HSCJ021022.87-032021.6;032.59530;-03.33935; 0.599;      ;      ;C;c
HSCJ021039.89-003831.6;032.66620;-00.64210; 0.287;      ; 0.240;B;g
HSCJ021040.41-034512.6;032.66839;-03.75350;      ;      ; 0.700;C;h
HSCJ021042.40-035936.4;032.67665;-03.99345; 0.497;      ;      ;C;c
HSCJ021043.06-042122.1;032.67942;-04.35614; 0.299;      ;      ;C;c
HSCJ021051.25-055742.9;032.71356;-05.96192; 0.534;      ;      ;C;c
HSCJ021108.53-034620.5;032.78553;-03.77235;      ;      ; 0.720;C;h
HSCJ021115.60-034348.4;032.81500;-03.73010;      ;      ; 0.750;A;g
HSCJ021118.50-042729.0;032.82709;-04.45807;      ;      ; 1.020;A;h
HSCJ021122.58-042205.2;032.84410;-04.36810;      ;      ; 0.740;C;g
HSCJ021124.31-031354.9;032.85128;-03.23190;      ;      ; 0.620;C;h
HSCJ021134.26-023752.4;032.89275;-02.63121;      ;      ; 0.470;B;h
HSCJ021151.73-032105.1;032.96555;-03.35142;      ;      ; 0.740;C;h
HSCJ021153.74-031140.9;032.97390;-03.19470;      ;      ; 0.280;C;g
HSCJ021200.92-040806.9;033.00383;-04.13524; 0.485;      ;      ;C;c,f
HSCJ021201.09-041922.6;033.00455;-04.32293;      ;      ; 0.700;C;h
HSCJ021202.46-042214.1;033.01024;-04.37058;      ;      ; 0.720;C;h
HSCJ021208.59-022754.4;033.03580;-02.46510;      ;      ; 0.490;C;g
HSCJ021224.25-023430.5;033.10106;-02.57513; 0.729;      ;      ;C;c
HSCJ021233.87-061210.2;033.14113;-06.20284;      ;      ; 0.270;C;h
HSCJ021236.79-023128.1;033.15327;-02.52448;      ;      ; 0.610;C;h
HSCJ021237.88-034504.6;033.15785;-03.75128;      ;      ; 0.440;C;h
HSCJ021241.12-014059.5;033.17133;-01.68320;      ;      ; 0.720;C;h
HSCJ021257.75-031551.9;033.24061;-03.26442;      ;      ; 0.390;C;h
HSCJ021258.18-051810.0;033.24243;-05.30277; 0.493;      ;      ;C;c
HSCJ021300.46-034703.1;033.25190;-03.78420; 0.283;      ; 0.290;C;g
HSCJ021320.95-060629.0;033.33728;-06.10805;      ;      ; 0.680;C;h
HSCJ021334.50-020929.5;033.39375;-02.15820;      ;      ; 0.570;C;h
HSCJ021351.20-044951.3;033.46332;-04.83092; 0.451;      ;      ;C;c
HSCJ021356.72-050855.9;033.48635;-05.14885;      ;      ; 0.790;C;h
HSCJ021407.99-020628.4;033.53330;-02.10790;      ;      ; 0.670;B;g,h
HSCJ021408.09-053532.3;033.53370;-05.59230; 0.445;      ; 0.470;A;g
HSCJ021410.76-060537.4;033.54483;-06.09371;      ;      ; 0.920;C;h
HSCJ021411.98-031130.4;033.54994;-03.19179; 0.657;      ;      ;C;c
HSCJ021411.21-040502.8;033.54670;-04.08411; 0.609; 1.880;      ;A;e,g
HSCJ021416.49-050317.3;033.56870;-05.05480;      ;      ; 0.460;C;g
HSCJ021426.14-021358.3;033.60893;-02.23285; 0.212;      ;      ;C;c
HSCJ021426.86-053944.3;033.61190;-05.66230;      ;      ; 0.660;C;g
HSCJ021451.38-021200.8;033.71407;-02.20024;      ;      ; 0.630;C;h
HSCJ021507.96-014333.0;033.78316;-01.72584;      ;      ; 0.730;C;h
HSCJ021511.28-050338.9;033.79700;-05.06080; 0.756;      ; 0.710;C;g
HSCJ021518.75-023947.0;033.82813;-02.66307;      ;      ; 0.730;C;h
HSCJ021519.24-034811.0;033.83015;-03.80306;      ;      ;      ;C;f
HSCJ021529.40-044054.8;033.87250;-04.68190; 0.350;      ; 0.370;C;g
HSCJ021530.97-031614.9;033.87905;-03.27081;      ;      ; 0.740;C;h
HSCJ021534.36-041649.6;033.89318;-04.28045;      ;      ; 0.600;C;h
HSCJ021547.21-020749.4;033.94670;-02.13040; 0.435;      ; 0.460;C;g
HSCJ021555.63-052958.2;033.98180;-05.49950;      ;      ; 0.240;C;g
HSCJ021604.06-060812.5;034.01693;-06.13680;      ;      ; 0.590;C;h
HSCJ021621.41-042843.7;034.08920;-04.47880; 0.457;      ; 0.450;C;g
HSCJ021633.36-024827.0;034.13898;-02.80749;      ;      ; 0.630;C;h
HSCJ021640.39-033039.2;034.16830;-03.51089;      ;      ; 0.680;C;h
HSCJ021645.36-020835.2;034.18899;-02.14311;      ;      ; 0.610;B;h
HSCJ021652.63-041725.8;034.21930;-04.29050; 0.153;      ; 0.160;C;g
HSCJ021658.55-030300.9;034.24396;-03.05025;      ;      ; 0.610;C;h
HSCJ021706.65-042245.8;034.27770;-04.37940;      ;      ; 0.370;C;g
HSCJ021718.91-052920.8;034.32880;-05.48910;      ;      ; 0.470;C;g
HSCJ021720.62+003313.0;034.33590;+00.55360; 0.381;      ; 0.360;B;g
HSCJ021722.05-040636.3;034.34189;-04.11009;      ;      ;      ;C;f
HSCJ021723.45-052424.8;034.34770;-05.40690; 0.648;      ; 0.630;C;g
HSCJ021733.65-025106.3;034.39022;-02.85174;      ;      ; 1.170;C;h
HSCJ021737.18-051329.4;034.40492;-05.22482; 0.646; 1.847;      ;A;e,g
HSCJ021751.31+010851.0;034.46380;+01.14750; 0.391;      ; 0.370;C;g
HSCJ021753.61-022407.9;034.47337;-02.40221; 0.476;      ;      ;C;c,h
HSCJ021754.93-034651.7;034.47888;-03.78103;      ;      ; 0.700;C;h
HSCJ021807.42-051536.0;034.53090;-05.26000; 0.649;      ; 0.560;B;g
HSCJ021823.86-015903.1;034.59940;-01.98420;      ;      ; 0.280;B;g
HSCJ021823.59-053921.2;034.59830;-05.65590; 0.691;      ; 0.670;B;g
HSCJ021829.18-034040.8;034.62160;-03.67800;      ;      ; 0.890;B;h
HSCJ021830.55-002545.1;034.62730;-00.42920; 0.291;      ; 0.290;C;g
HSCJ021841.02-024256.9;034.67090;-02.71580;      ;      ; 0.370;C;g
HSCJ021845.57-050505.3;034.68986;-05.08482; 0.311;      ;      ;C;c
HSCJ021856.07-062733.7;034.73365;-06.45936;      ;      ; 0.730;C;h
HSCJ021904.70-021625.3;034.76960;-02.27370; 0.317;      ; 0.320;C;g
HSCJ021905.98-060130.4;034.77490;-06.02510; 0.424;      ; 0.360;C;g
HSCJ021909.84-040143.0;034.79100;-04.02860;      ;      ; 0.430;A;g
HSCJ021910.62-040157.8;034.79423;-04.03272;      ;      ; 0.430;C;h
HSCJ021914.78-020211.6;034.81159;-02.03655; 0.466;      ;      ;C;c
HSCJ021917.69-063158.8;034.82370;-06.53300; 0.631;      ;      ;C;c,g
HSCJ021929.81-021741.6;034.87420;-02.29488; 0.549;      ;      ;C;c
HSCJ021934.09-021806.4;034.89205;-02.30177;      ;      ; 0.590;C;h
HSCJ021951.90-032216.7;034.96625;-03.37129;      ;      ; 0.580;C;h
HSCJ021951.34-045043.8;034.96390;-04.84550; 0.332;      ; 0.340;C;g
HSCJ021953.47+024707.4;034.97280;+02.78540;      ;      ; 0.280;C;g
HSCJ021953.09-040640.3;034.97120;-04.11120;      ;      ; 0.790;C;g
HSCJ021956.42-052759.0;034.98510;-05.46640; 0.285;      ; 0.290;A;g
HSCJ022008.55-034852.5;035.03564;-03.81459;      ;      ; 0.300;C;h
HSCJ022012.05-025843.8;035.05021;-02.97883;      ;      ; 0.800;C;h
HSCJ022019.71-021107.9;035.08213;-02.18552;      ;      ; 1.170;C;h
HSCJ022025.13-060128.8;035.10471;-06.02466;      ;      ; 0.950;C;h
HSCJ022032.98+002803.0;035.13740;+00.46750; 0.272;      ; 0.250;C;g
HSCJ022040.23-052056.1;035.16764;-05.34891;      ;      ;      ;C;f
HSCJ022042.41-022200.5;035.17670;-02.36680; 0.546;      ;      ;B;c,g,h
HSCJ022043.84-025222.1;035.18269;-02.87279;      ;      ; 0.460;C;h
HSCJ022043.49-032640.7;035.18120;-03.44463;      ;      ; 0.840;C;h
HSCJ022045.48-032559.5;035.18950;-03.43320; 0.328;      ; 0.310;C;g,h
HSCJ022046.67-043720.1;035.19445;-04.62225; 0.635;      ;      ;C;c
HSCJ022056.26-020533.4;035.23440;-02.09260;      ;      ; 0.470;C;g,h
HSCJ022059.84-045554.7;035.24935;-04.93185;      ;      ;      ;C;f
HSCJ022104.83-021936.5;035.27011;-02.32680;      ;      ; 0.450;C;h
HSCJ022123.49-021810.0;035.34787;-02.30278;      ;      ; 0.790;C;h
HSCJ022127.31-063543.1;035.36380;-06.59531; 0.594;      ;      ;C;c
HSCJ022134.56-042440.0;035.39400;-04.41110; 1.426;      ; 0.580;C;g
HSCJ022140.13-021020.1;035.41720;-02.17225; 0.708;      ;      ;B;c
HSCJ022151.18-064732.7;035.46324;-06.79243; 0.617;      ;      ;A;c,h
HSCJ022157.56-023309.5;035.48983;-02.55263; 0.604;      ;      ;C;c
HSCJ022222.44-022211.4;035.59350;-02.36983;      ;      ;      ;A;g
HSCJ022245.16-050659.2;035.68817;-05.11643;      ;      ;      ;C;f
HSCJ022259.57-025827.1;035.74820;-02.97420;      ;      ; 0.460;B;g
HSCJ022302.24-031050.0;035.75934;-03.18055;      ;      ; 0.600;C;h
HSCJ022307.70-052757.7;035.78208;-05.46604; 0.496;      ;      ;C;c
HSCJ022315.38-062906.2;035.81410;-06.48505; 0.506;      ;      ;A;c,g
HSCJ022318.13-030345.9;035.82553;-03.06274; 0.427;      ;      ;C;c
HSCJ022334.51+010635.6;035.89380;+01.10990; 0.362;      ; 0.340;C;g
HSCJ022334.95-030440.7;035.89564;-03.07797;      ;      ; 0.680;C;h
HSCJ022346.15-053418.5;035.94227;-05.57180; 0.499; 1.444;      ;A;e,g
HSCJ022357.88-064616.3;035.99116;-06.77121; 0.470;      ;      ;C;c
HSCJ022400.91-034625.7;036.00380;-03.77380;      ;      ; 0.950;A;g,h
HSCJ022410.37-033605.3;036.04320;-03.60148; 0.613;      ;      ;A;c,g
HSCJ022415.31-034430.1;036.06379;-03.74170; 0.536;      ;      ;C;c,g,h
HSCJ022422.34-014946.5;036.09307;-01.82958;      ;      ; 0.610;B;h
HSCJ022426.60-033733.3;036.11082;-03.62592; 0.611;      ;      ;C;c
HSCJ022428.67-051231.2;036.11946;-05.20867; 0.498;      ;      ;C;c
HSCJ022450.31-021505.4;036.20964;-02.25150;      ;      ; 0.740;C;h
HSCJ022456.98-034831.3;036.23740;-03.80870;      ;      ; 0.610;C;g
HSCJ022511.04-045433.5;036.29601;-04.90930; 0.238; 1.200;      ;A;f
HSCJ022531.13-041232.8;036.37970;-04.20910; 0.773;      ; 0.680;C;g
HSCJ022533.31-053204.6;036.38880;-05.53460; 0.566;      ; 0.580;A;g,h
HSCJ022536.72-041517.9;036.40302;-04.25497; 0.556;      ;      ;C;c
HSCJ022545.56-023618.2;036.43982;-02.60506;      ;      ; 1.030;C;h
HSCJ022610.66-042011.6;036.54440;-04.33656; 0.496;      ;      ;A;c,e
HSCJ022613.82-044018.5;036.55758;-04.67180; 0.620;      ;      ;C;c
HSCJ022622.26-042521.7;036.59273;-04.42269; 1.119; 2.140;      ;B;f
HSCJ022629.78-024048.0;036.62410;-02.68000; 0.297;      ; 0.300;C;g
HSCJ022632.83-044547.1;036.63679;-04.76308;      ;      ;      ;C;f
HSCJ022644.22-061438.1;036.68425;-06.24393;      ;      ; 0.810;C;h
HSCJ022704.80-030722.7;036.77000;-03.12297;      ;      ; 1.110;C;h
HSCJ022726.54-022152.1;036.86058;-02.36447; 0.365;      ;      ;C;c
HSCJ022736.00-021152.1;036.90000;-02.19780;      ;      ; 0.660;C;g
HSCJ022802.93-021201.4;037.01220;-02.20040; 0.206;      ; 0.230;B;g
HSCJ022805.64-051733.4;037.02350;-05.29260;      ;      ; 0.340;A;g
HSCJ022834.08-055948.6;037.14201;-05.99684;      ;      ; 0.720;C;h
HSCJ022840.07-041844.2;037.16696;-04.31227;      ;      ; 0.450;C;h
HSCJ022841.52-050005.0;037.17301;-05.00140;      ;      ;      ;C;f
HSCJ022841.30-061728.7;037.17210;-06.29130;      ;      ; 0.730;B;g,h
HSCJ022843.61-051744.5;037.18171;-05.29570; 0.379;      ;      ;C;c
HSCJ022849.20-023732.2;037.20500;-02.62560;      ;      ; 0.430;C;g
HSCJ022904.49-061937.6;037.26870;-06.32710; 0.189;      ; 0.200;C;g
HSCJ022911.64-055914.3;037.29850;-05.98730;      ;      ; 0.360;C;g
HSCJ022915.68-060902.4;037.31531;-06.15067;      ;      ; 0.640;B;h
HSCJ022930.50-033836.5;037.37708;-03.64347; 0.669;      ;      ;C;c
HSCJ022935.81-012243.1;037.39922;-01.37864; 0.659;      ;      ;C;d
HSCJ022951.91-061746.7;037.46630;-06.29630;      ;      ; 0.740;C;g
HSCJ022952.56-061741.3;037.46898;-06.29481;      ;      ; 0.690;C;h
HSCJ023005.69-024315.2;037.52370;-02.72090;      ;      ; 1.020;C;g
HSCJ023005.48-054059.4;037.52283;-05.68315; 0.193;      ;      ;C;c
HSCJ023007.92-051955.6;037.53298;-05.33210; 0.661;      ;      ;C;c
HSCJ023008.64-054038.3;037.53600;-05.67730; 0.498;      ; 0.460;A;g
HSCJ023016.90-024444.7;037.57044;-02.74575;      ;      ; 0.490;C;h
HSCJ023023.52-025304.6;037.59800;-02.88460;      ;      ; 0.460;C;g
HSCJ023028.32-022021.1;037.61800;-02.33920;      ;      ; 0.330;C;g
HSCJ023034.39-024153.6;037.64328;-02.69822;      ;      ; 0.870;C;h
HSCJ023038.13-015248.9;037.65888;-01.88026;      ;      ; 0.400;B;h
HSCJ023038.95-050012.8;037.66228;-05.00357; 0.291;      ;      ;C;c
HSCJ023044.44-014443.3;037.68517;-01.74537;      ;      ; 0.630;C;h
HSCJ023048.07-015902.8;037.70030;-01.98410;      ;      ; 1.100;B;g,h
HSCJ023051.23-020949.3;037.71348;-02.16369;      ;      ; 0.550;C;h
HSCJ023100.67-023020.8;037.75280;-02.50577;      ;      ; 0.960;C;h
HSCJ023100.38-062138.9;037.75160;-06.36080;      ;      ; 1.170;A;g
HSCJ023102.79-044312.1;037.76161;-04.72003;      ;      ;      ;C;f
HSCJ023103.51-021050.2;037.76462;-02.18061;      ;      ; 0.790;C;h
HSCJ023103.98-071608.8;037.76660;-07.26910; 0.187;      ; 0.110;C;g
HSCJ023122.65-052310.6;037.84439;-05.38629;      ;      ; 0.800;C;h
HSCJ023130.38+025245.5;037.87660;+02.87930;      ;      ; 0.260;C;g
HSCJ023133.59-042501.6;037.88996;-04.41711;      ;      ; 0.920;B;h
