x, y
0.006149676193993432, -0.0016844868016264011
0.20572562881675616, 0.01302088935739948
0.3929527678488993, 0.04189918895079922
0.5385665483994355, 0.08623797947636772
0.7603011198016276, 0.15570006776671041
0.9431746425603756, 0.23101157277929568
1.1347113464823193, 0.30481647860508143
1.2979603642652704, 0.36771215417464453
1.4593347509463577, 0.42160015153389413
1.6322835742643471, 0.46456348960910443
1.8200630300592215, 0.5010906541101048
1.9857565132160335, 0.5032209188036487
2.168741838901566, 0.48049501968461594
2.3471151650520334, 0.4336254148021858
2.558224594253268, 0.3603935007153153
2.73600206747827, 0.2986999279306413
2.9276590754712006, 0.2287292867822645
3.1590148812271654, 0.16537739603726095
3.311596508698577, 0.11881289261665556
3.4833098323924716, 0.08843283431577137
3.6237384302003512, 0.05802736349848332
3.9298089890789667, 0.04038230374545533
3.7814851468008497, 0.04663590049050191
4.1075771883284755, 0.029589547522750257
4.320767852196737, 0.01811715775122088
4.598161733186489, 0.01131583051868425
4.937926190696018, 0.003959512079685047
