x, y
0.006149676193993432, -0.0016844868016264011
0.07333447643668307, 0.19519716885743177
0.133743091918699, 0.394992793064131
0.19319545748315023, 0.5608082524794011
0.24287099199388001, 0.6989071273368759
0.2866936175264123, 0.8933298195039048
0.3409855309495232, 1.0450788460297313
0.395870978804226, 1.1485005270744144
0.44379888415526864, 1.2061893595508035
0.493820647084427, 1.2325312479831336
0.5569331416436947, 1.2027042144439903
0.6090817362860572, 1.1450831486780115
0.6863401347982643, 1.0468891852935482
0.7486282759803211, 0.9555880644536713
0.8064154477228063, 0.8614891465697138
0.8745235237479722, 0.7495288600133383
0.9424502420301516, 0.6364843060903987
1.0197251276099029, 0.5120355829012758
1.1469063666460029, 0.382088075210292
1.2475269398683673, 0.28782458102962377
1.3285443897806561, 0.2309683109954177
1.5071652795547175, 0.12894068799345998
1.4260159331020748, 0.1749736462792849
1.6605774430536688, 0.09248219779274144
1.8191995198965931, 0.05472645913559797
1.9965344184022054, 0.03514187982703354
