x, y
0.006149676193993432, -0.0016844868016264011
0.043641267789545884, 0.19798528494288237
0.08133070419562895, 0.39576726975453397
0.12789018294050147, 0.5851074586407935
0.16524987799570018, 0.7444947615257191
0.207374335571178, 0.9643686939311147
0.2429534273316011, 1.1607953445345611
0.2577093527836765, 1.2600058085751782
0.28989210862999065, 1.429422584600822
0.3858798158724297, 1.5348095002474025
0.48862722080799825, 1.4363347890626683
0.5286907949404488, 1.3592549964503153
0.5916549058918185, 1.2517285889464966
0.6293113681628131, 1.1117516081147947
0.6705455240909032, 0.9899167437557818
0.7176490760647348, 0.8598821074371277
0.7818002558792884, 0.7101564012649787
0.8600973396467811, 0.5666845943678335
0.9181318174024296, 0.4712012993997806
0.989454871598718, 0.32963664135275267
1.079095057836633, 0.2415495987780479
1.263898597939776, 0.13444915345395092
1.1531879393803501, 0.17837166275842783
1.3718394291517735, 0.0758406299077082
1.6083793872086736, 0.033263773852806405
2.003294116095335, 0.0020039584364176153
0.12789018294050147, 0.5851074586407935
0.16157326193333948, 0.7444947615257191
