x, y
105.24777336775266, 0.000048136972068397606
122.52939788483143, 0.0000417813442981729
135.51095443195786, 0.000037636369665417645
148.77143430686496, 0.000044655193376883197
163.163455409246, 0.0001523692675000829
175.08214503308693, 0.00047716947972278406
185.30827719062228, 0.0009160393938389096
193.56609813734156, 0.0014960042444540239
200.8043697988019, 0.002243039205933393
207.44464674994452, 0.0030348398934465187
213.08544844320636, 0.003821113948115971
220.1176971921014, 0.0047549490997115095
224.86150681988667, 0.005563384952084093
232.07759139845535, 0.006556852472062871
243.28840742527706, 0.008008367322125322
249.55044743950498, 0.008588719037039493
257.2546478416899, 0.009114633418443478
267.5653022197648, 0.009323816471576526
278.03020965032454, 0.009153098783035447
285.4153386699724, 0.008647909274795237
293.03079074059076, 0.00786224314973859
300.50783767507545, 0.006857446032430281
307.5749518399431, 0.005931735031114943
313.5084117218233, 0.00509246056747466
320.9664411566866, 0.004317239778492556
327.5221958872896, 0.003595074664809718
335.7187382241177, 0.0028575455118214676
345.45992414130706, 0.002184512164118889
356.32525559167317, 0.001560223718097512
366.7626933005575, 0.0010711719777608294
379.53400082409166, 0.0007098407224414453
387.5044462209763, 0.000540338893125974
393.88693039947316, 0.00046534248543732244
398.29687725612695, 0.0004332880149440152
