x, y
105.24777336775266, 0.000048136972068397606
122.52939788483143, 0.0000417813442981729
134.9678991649909, 0.00011749621425650208
145.38209326322684, 0.00025997280896640913
155.52581625573606, 0.00048556996164516805
166.16293771064522, 0.000854693769274132
177.05045624390294, 0.0014532281062439897
184.9458881700587, 0.002046401609355484
192.93006842778104, 0.002859590365973627
200.14615300634972, 0.0036427695062506214
206.8878566221399, 0.004488510130318002
214.7917407703496, 0.005588254799880624
221.5957795237877, 0.006551712703518254
229.06648729173196, 0.007539985188623978
239.41306361353622, 0.008597837981231555
245.331732106822, 0.009012445977163953
253.6476620801623, 0.00920620972466315
262.47917759879414, 0.009002055907417846
270.51935382762395, 0.00851510428756176
278.5140993629137, 0.007872025289871892
285.33926867148676, 0.007155718407003349
292.2119817291133, 0.00641968144488289
297.67845634251216, 0.00580324081749953
303.3720844236113, 0.005086823401974113
310.5120990036943, 0.004304086392324612
317.1323019274588, 0.003615412673674437
326.72768701421734, 0.002691470194869074
335.22111365069077, 0.002067623879475191
344.1667341670511, 0.0015462413370030176
353.250759819545, 0.0010591791844900575
363.4864007268911, 0.0006773441213206441
373.643858580238, 0.00044124636623890526
383.56782379934424, 0.000282245139326414
396.34547048941886, 0.00017845497452222259
