#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
134412-010909,206.054130,-1.152750,0.320,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
134455-002015,206.231700,-0.337700,-99.000,-99.000,0.42,0.67,-99.,18.76,21.13,GG,VCN,B,"SuGOHI5 SuGOHI10"
134910-002511,207.295000,-0.419950,0.643,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135010+004953,207.543720,0.831530,0.937,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135038+002550,207.659120,0.430628,0.526,-99.000,-99.00,-99.00,-99.,19.22,22.60,GG,YCN,B,"SuGOHI2 SuGOHI10"
135049+005126,207.706630,0.857230,0.506,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135209-010325,208.038900,-1.057150,0.249,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135242-002614,208.179100,-0.437224,0.508,-99.000,-99.00,-99.00,-99.,17.92,23.69,GG,Y,B,SuGOHI2
135254+001131,208.228330,0.192200,0.982,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135718+001816,209.325230,0.304680,0.893,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
135853-021525,209.722970,-2.257147,0.737,-99.000,-99.00,-99.00,-99.,19.32,23.37,GG,YCN,B,"SuGOHI2 SuGOHI10"
135858-011317,209.744870,-1.221440,0.684,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
140042-010556,210.178482,-1.099092,-99.000,-99.000,0.70,-99.00,-99.,20.75,-99.00,GG,VY,B,SuGOHI6
140342+002520,210.926930,0.422330,0.847,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
140413+012426,211.057440,1.407230,0.846,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
140452+005122,211.217906,0.856289,-99.000,-99.000,0.33,-99.00,-99.,18.15,-99.00,GG,VYCN,B,"SuGOHI6 LinKS SuGOHI10"
140508-002830,211.284900,-0.475000,-99.000,-99.000,0.56,1.23,-99.,-99.,-99.00,GG,V,B,SuGOHI5
140535-002612,211.398780,-0.436840,1.198,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
140705-011256,211.772524,-1.215786,0.647,-99.000,-99.00,-99.00,-99.,18.70,23.40,GG,YVCN,B,"SuGOHI1 SuGOHI6 SuGOHI10"
140753-002816,211.973434,-0.471288,-99.000,-99.000,0.44,-99.00,-99.,18.73,-99.00,GG,V,B,SuGOHI6
141048-010946,212.703800,-1.162900,-99.000,-99.000,0.66,-99.00,-99.,20.52,21.98,GG,V,B,SuGOHI5
141105+002532,212.774000,0.425600,-99.000,-99.000,1.08,1.59,-99.,21.23,25.42,GG,VCN,B,"SuGOHI5 SuGOHI6 SuGOHI10"
141359-013336,213.498000,-1.560000,-99.000,-99.000,0.96,2.03,-99.,21.85,25.22,GG,V,B,SuGOHI5
141435-001601,213.648311,-0.267135,-99.000,-99.000,0.71,-99.00,-99.,20.36,-99.00,GG,V,B,SuGOHI6
141437+011603,213.654200,1.267540,0.695,-99.000,0.18,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
141558+523955,213.992561,52.665393,-99.000,-99.000,0.45,-99.00,-99.,18.62,-99.00,GG,VY,B,SuGOHI6
141619+434224,214.079850,43.706890,0.472,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
141635+010128,214.147621,1.024697,0.700,-99.000,-99.00,-99.00,-99.,19.14,22.12,GG,Y,B,SuGOHI1
141646-011813,214.194125,-1.303704,-99.000,-99.000,0.66,-99.00,-99.,19.86,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
141647+432035,214.199190,43.343140,0.677,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
141728+015935,214.367072,1.993134,0.401,-99.000,-99.00,-99.00,-99.,18.20,21.05,GG,YV,B,"SuGOHI1 LinKS SuGOHI5"
141735+522646,214.398850,52.446130,0.803,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
141805+003958,214.522520,0.666380,0.582,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
141831-000052,214.630858,-0.014624,0.263,-99.000,-99.00,-99.00,-99.,17.51,22.03,GG,YCN,B,"SuGOHI1 LinKS SuGOHI10"
141852-000357,214.719800,-0.065900,-99.000,-99.000,0.55,1.01,-99.,20.35,23.53,GG,V,B,SuGOHI5
141933+010223,214.888795,1.039938,-99.000,-99.000,1.12,-99.00,-99.,21.00,-99.00,GG,VY,B,SuGOHI6
142013+005925,215.055900,0.990400,-99.000,-99.000,0.96,1.07,-99.,21.51,22.25,GG,VCN,B,"SuGOHI5 SuGOHI10"
142018+005832,215.075056,0.975794,-99.000,-99.000,0.78,-99.00,-99.,20.26,-99.00,GG,V,B,SuGOHI6
142020+010118,215.086660,1.021790,0.925,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142031+002021,215.131126,0.339204,-99.000,-99.000,0.46,-99.00,-99.,18.93,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
142037+020231,215.157710,2.041990,0.373,-99.000,0.39,-99.00,-99.,-99.,-99.00,GG,CNN,B,"SuGOHI10 LinKS"
142053+005620,215.223429,0.939065,0.616,-99.000,-99.00,-99.00,-99.,19.70,22.20,GG,YCN,B,"SuGOHI1 SuGOHI10"
142102+011319,215.261210,1.222130,0.552,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142107-001951,215.283190,-0.331010,0.980,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142127+001205,215.363300,0.201400,-99.000,-99.000,0.55,1.36,-99.,20.15,22.05,GG,V,B,SuGOHI5
142137+001945,215.404420,0.329400,0.683,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142207+001016,215.530380,0.171310,0.872,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142232+000134,215.634666,0.026281,-99.000,-99.000,0.23,-99.00,-99.,17.48,-99.00,GG,VY,B,"SuGOHI6 LinKS"
142234-000225,215.642855,-0.040383,-99.000,-99.000,1.05,-99.00,-99.,21.89,-99.00,GG,VY,B,SuGOHI6
142241+424608,215.671630,42.768906,0.605,-99.000,-99.00,-99.00,-99.,18.64,21.95,GG,Y,B,SuGOHI2
142318-001227,215.825800,-0.207710,0.728,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142336-004034,215.903985,-0.676311,-99.000,-99.000,0.88,-99.00,-99.,20.98,-99.00,GG,VY,B,SuGOHI6
142353+013446,215.971100,1.579691,0.519,-99.000,-99.00,-99.00,-99.,18.69,22.22,GG,Y,B,SuGOHI2
142602+010842,216.512217,1.145002,-99.000,-99.000,0.86,-99.00,-99.,21.08,-99.00,GG,V,B,SuGOHI6
142623+013629,216.598980,1.608070,0.770,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
142640+000958,216.669337,0.166276,-99.000,-99.000,0.59,-99.00,-99.,19.05,-99.00,GG,V,B,SuGOHI6
142729-004245,216.873110,-0.712578,-99.000,-99.000,0.76,-99.00,-99.,20.78,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
142748+000958,216.951515,0.166321,0.589,-99.000,-99.00,-99.00,-99.,19.17,22.25,GG,YCN,B,"SuGOHI1 SuGOHI10"
142754+003944,216.978665,0.662399,-99.000,-99.000,0.82,-99.00,-99.,21.10,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
142800-000421,217.003507,-0.072529,-99.000,-99.000,0.75,-99.00,-99.,20.59,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
142811-005021,217.048583,-0.839220,-99.000,-99.000,0.65,-99.00,-99.,19.49,-99.00,GG,VY,B,SuGOHI6
142822+031759,217.093607,3.299994,0.588,-99.000,-99.00,-99.00,-99.,20.91,-99.00,GG,Y,B,SuGOHI8
143150+013019,217.961934,1.505515,-99.000,-99.000,0.72,-99.00,-99.,19.89,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
143153-013352,217.972551,-1.564484,-99.000,-99.000,0.70,-99.00,-99.,20.32,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
143243-004553,218.183139,-0.764837,-99.000,-99.000,0.45,-99.00,-99.,19.17,-99.00,GG,VY,B,SuGOHI6
143408-001311,218.537196,-0.219914,-99.000,-99.000,0.88,-99.00,-99.,20.18,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
143518-012526,218.828670,-1.423943,-99.000,-99.000,0.98,-99.00,-99.,21.28,-99.00,GG,V,B,SuGOHI6
143529+001812,218.871364,0.303465,-99.000,-99.000,0.60,-99.00,-99.,19.66,-99.00,GG,VY,B,SuGOHI6
143530+432707,218.877010,43.452070,0.529,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
143615+430920,219.065980,43.155780,0.677,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
143901+005117,219.755801,0.854973,-99.000,-99.000,0.75,-99.00,-99.,20.43,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
143917-003917,219.821925,-0.654961,-99.000,-99.000,0.71,-99.00,-99.,20.34,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
144101+013344,220.256162,1.562446,-99.000,-99.000,0.53,-99.00,-99.,19.92,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
144228+431455,220.618490,43.248700,0.920,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
144354-000731,220.979100,-0.125300,-99.000,-99.000,0.89,-99.00,-99.,20.73,22.32,GG,V,B,SuGOHI5
144603-004016,221.514551,-0.671277,-99.000,-99.000,0.23,-99.00,-99.,17.07,-99.00,GG,VY,B,"SuGOHI6 LinKS"
144741-000455,221.923360,-0.082140,0.885,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
144944+432332,222.436560,43.392350,0.469,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
145020+003535,222.583482,0.593090,-99.000,-99.000,1.15,-99.00,-99.,22.75,-99.00,GG,V,B,SuGOHI6
145142+432748,222.926210,43.463350,0.702,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
145217-014714,223.072594,-1.787304,-99.000,-99.000,0.47,-99.00,-99.,18.83,-99.00,GG,VY,B,SuGOHI6
145218+434318,223.076940,43.721880,0.620,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
145325-003331,223.357429,-0.558861,-99.000,-99.000,0.38,-99.00,-99.,19.36,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
145402+434608,223.510340,43.769050,0.508,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
145732-015917,224.385730,-1.988155,0.526,-99.000,-99.00,-99.00,-99.,19.05,21.80,GG,YCN,B,"SuGOHI1 SuGOHI10"
145759+423019,224.496640,42.505285,0.607,-99.000,-99.00,-99.00,-99.,19.49,22.31,GG,Y,B,SuGOHI2
145902-012351,224.761350,-1.397548,0.482,-99.000,-99.00,-99.00,-99.,18.59,22.59,GG,Y,B,SuGOHI1
150111+002002,225.299010,0.333950,0.729,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
150149+443354,225.456290,44.565100,0.841,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
150408+015744,226.037262,1.962391,0.525,-99.000,-99.00,-99.00,-99.,20.77,-99.00,GG,Y,B,SuGOHI8
150543+441003,226.431960,44.167580,0.503,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
151710+440740,229.295400,44.127790,0.632,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
151835+444424,229.649590,44.740030,0.590,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
153344+435336,233.437080,43.893418,0.665,-99.000,-99.00,-99.00,-99.,18.94,22.79,GG,YCN,B,"SuGOHI2 SuGOHI10"
154453+442749,236.222400,44.463700,-99.000,-99.000,0.66,1.30,-99.,20.90,21.37,GG,V,B,SuGOHI5
155319+431824,238.330795,43.306754,0.629,-99.000,-99.00,-99.00,-99.,19.38,22.96,GG,Y,B,SuGOHI1
155358+425933,238.495735,42.992649,-99.000,-99.000,0.67,-99.00,-99.,20.33,-99.00,GG,V,B,SuGOHI6
155619+422854,239.081247,42.481887,-99.000,-99.000,1.01,-99.00,-99.,20.86,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
155634+432413,239.145242,43.403830,-99.000,-99.000,0.69,-99.00,-99.,19.71,-99.00,GG,V,B,SuGOHI6
155806+431702,239.525575,43.283964,-99.000,-99.000,0.75,-99.00,-99.,20.72,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
155814+423707,239.561110,42.618835,-99.000,-99.000,0.76,-99.00,-99.,20.38,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
155826+432830,239.611064,43.475231,0.444,-99.000,-99.00,-99.00,-99.,18.37,22.64,GG,YCN,B,"SuGOHI1 SuGOHI10"
155830+443339,239.625766,44.561029,-99.000,-99.000,0.58,-99.00,-99.,19.64,-99.00,GG,VY,B,SuGOHI6
155950+424950,239.959873,42.830690,-99.000,-99.000,0.76,-99.00,-99.,20.18,-99.00,GG,V,B,SuGOHI6
155957+441543,239.989779,44.262169,0.598,-99.000,-99.00,-99.00,-99.,19.62,21.37,GG,Y,B,SuGOHI1
160538+421750,241.411200,42.297380,0.773,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
160656+420636,241.734549,42.110245,-99.000,-99.000,0.78,-99.00,-99.,20.14,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
160815+420009,242.065400,42.002500,0.615,-99.000,0.64,1.86,-99.,20.66,22.94,GG,VCN,B,"SuGOHI5 SuGOHI10"
161022+422228,242.592516,42.374684,-99.000,-99.000,0.64,-99.00,-99.,20.02,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
161336+540656,243.400300,54.115500,0.766,-99.000,1.13,-99.00,-99.,20.73,-99.00,GG,V,B,SuGOHI5
161432+435125,243.636192,43.856987,-99.000,-99.000,0.92,-99.00,-99.,21.03,-99.00,GG,V,B,SuGOHI6
161835+544923,244.647000,54.823000,-99.000,-99.000,0.81,-99.00,-99.,-99.,-99.00,GG,V,B,SuGOHI5
161851+431438,244.714591,43.243996,0.619,-99.000,-99.00,-99.00,-99.,19.57,22.47,GG,YVCN,B,"SuGOHI1 SuGOHI6 SuGOHI10"
162422+433958,246.093011,43.666118,-99.000,-99.000,0.92,-99.00,-99.,21.29,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
164001+421438,250.004700,42.243900,-99.000,-99.000,0.66,0.98,-99.,19.20,23.05,GG,VCN,B,"SuGOHI5 SuGOHI10"
164151+425917,250.463400,42.988120,0.606,-99.000,0.60,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
220458+035411,331.245270,3.903320,0.522,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
220550+041524,331.459060,4.256884,0.268,-99.000,-99.00,-99.00,-99.,17.17,22.52,GG,Y,B,SuGOHI2
220805+044603,332.022000,4.767600,-99.000,-99.000,0.27,0.56,-99.,16.80,17.56,GG,V,B,SuGOHI5
221001+002953,332.505410,0.498080,0.801,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
221101+003401,332.758254,0.567044,0.677,-99.000,-99.00,-99.00,-99.,19.66,22.47,GG,YCN,B,"SuGOHI1 Gavazzi et al. 2014 SuGOHI10"
221222-001811,333.095000,-0.303100,-99.000,-99.000,0.91,2.76,-99.,21.53,23.23,GG,VYCN,B,"SuGOHI5 SuGOHI6 SuGOHI10"
221234+045456,333.143780,4.915810,0.262,-99.000,-99.00,-99.00,-99.,17.54,22.78,GG,Y,B,SuGOHI2
221235+000116,333.148420,0.021330,1.197,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
221315+034536,333.313660,3.760192,0.446,-99.000,-99.00,-99.00,-99.,18.23,22.41,GG,Y,B,SuGOHI2
221506+040439,333.777380,4.077560,0.746,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
221606+023140,334.025620,2.528020,0.543,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
221726+000350,334.360178,0.063981,0.398,-99.000,-99.00,-99.00,-99.,18.51,23.91,GG,YCN,B,"SuGOHI1 SuGOHI10"
221852+014039,334.719269,1.677518,0.564,-99.000,-99.00,-99.00,1.38,18.96,22.87,GG,YK,B,"SuGOHI1 SL2S Gavazzi et al. 2014"
221855-013048,334.730210,-1.513550,0.694,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
222007-002505,335.030732,-0.418104,-99.000,-99.000,1.03,-99.00,-99.,21.85,-99.00,GG,VY,B,"SuGOHI6 Gavazzi et al. 2014"
222019+043324,335.080920,4.556920,0.890,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
222041+004912,335.172536,0.820114,-99.000,-99.000,0.81,-99.00,-99.,20.21,-99.00,GG,V,B,SuGOHI6
222347+004928,335.947490,0.824658,-99.000,-99.000,1.16,-99.00,-99.,22.74,-99.00,GG,V,B,SuGOHI6
222445+010916,336.189120,1.154657,-99.000,-99.000,0.76,-99.00,-99.,21.34,-99.00,GG,VCN,B,"SuGOHI6 SuGOHI10"
222448-001144,336.200247,-0.195807,-99.000,-99.000,0.80,-99.00,-99.,20.90,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
222515+004822,336.316098,0.806272,-99.000,-99.000,0.28,-99.00,-99.,18.56,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
222723+003257,336.846497,0.549375,-99.000,-99.000,0.85,-99.00,-99.,20.78,-99.00,GG,VY,B,SuGOHI6
222834+004009,337.142210,0.669390,0.652,-99.000,0.63,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
223032-003922,337.634162,-0.656140,-99.000,-99.000,0.35,-99.00,-99.,18.58,-99.00,GG,V,B,SuGOHI6
223200+004015,338.001192,0.670879,-99.000,-99.000,0.90,-99.00,-99.,20.33,-99.00,GG,VY,B,SuGOHI6
223443+030307,338.683025,3.052194,-99.000,-99.000,0.57,-99.00,-99.,19.93,-99.00,GG,VY,B,SuGOHI6
223626-005400,339.109605,-0.900208,-99.000,-99.000,0.99,-99.00,-99.,20.86,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
223654+024042,339.225500,2.678300,-99.000,-99.000,0.38,-99.00,-99.,19.39,20.36,GG,V,B,SuGOHI5
223656+040635,339.236390,4.109770,0.734,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
223735+004014,339.397350,0.670782,-99.000,-99.000,0.47,-99.00,-99.,17.97,-99.00,GG,VY,B,SuGOHI6
223934+023606,339.895540,2.601900,0.532,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
224101+041820,340.256671,4.305647,0.592,-99.000,-99.00,-99.00,-99.,20.96,-99.00,GG,YCN,B,"SuGOHI8 SuGOHI10"
224154+000331,340.477612,0.058785,-99.000,-99.000,0.58,-99.00,-99.,19.64,-99.00,GG,VYCN,B,"SuGOHI6 SuGOHI10"
224201+022810,340.504922,2.469615,0.443,-99.000,-99.00,-99.00,-99.,18.07,22.33,GG,Y,B,SuGOHI1
224211+023023,340.548472,2.506600,-99.000,-99.000,0.75,-99.00,-99.,20.59,-99.00,GG,V,B,SuGOHI6
224230-000048,340.627180,-0.013370,1.189,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
224306-010750,340.778854,-1.130817,-99.000,-99.000,0.48,-99.00,-99.,19.35,-99.00,GG,VY,B,SuGOHI6
224429-001759,341.122648,-0.299795,-99.000,-99.000,0.85,-99.00,-99.,21.05,-99.00,GG,VY,B,SuGOHI6
224454+031551,341.228590,3.264187,0.791,-99.000,-99.00,-99.00,-99.,19.61,23.44,GG,YCN,B,"SuGOHI2 SuGOHI10"
224758+020648,341.993724,2.113595,-99.000,-99.000,0.72,-99.00,-99.,20.64,-99.00,GG,V,B,SuGOHI6
224800-010259,342.002980,-1.049905,0.277,-99.000,-99.00,-99.00,-99.,17.16,20.21,GG,Y,B,SuGOHI2
224847+050616,342.198660,5.104710,1.123,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
225800+004533,344.502600,0.759368,0.576,-99.000,-99.00,-99.00,-99.,18.75,23.28,GG,Y,B,SuGOHI2
225921+023331,344.838650,2.558890,0.652,-99.000,0.63,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
230936-005737,347.401930,-0.960300,0.332,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
230954+013712,347.478290,1.620040,0.679,-99.000,0.62,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231004+024759,347.519610,2.799920,0.390,-99.000,-99.00,-99.00,-99.,17.34,21.07,GG,YV,B,"SuGOHI2 SuGOHI5"
231145-013039,347.937850,-1.510872,0.400,-99.000,-99.00,-99.00,-99.,18.02,22.35,GG,Y,B,SuGOHI2
231200+010911,348.000370,1.153090,1.044,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231334+003411,348.392420,0.569720,0.401,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231349+004512,348.457710,0.753600,0.449,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231416+000609,348.570800,0.102760,0.470,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231539-005248,348.915960,-0.880230,0.475,-99.000,0.47,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
231933-010609,349.890180,-1.102750,0.589,-99.000,0.59,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232159-003754,350.498680,-0.631870,0.357,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232346-003037,350.941900,-0.510500,-99.000,-99.000,0.91,1.32,-99.,20.76,22.24,GG,VCN,B,"SuGOHI5 DES SuGOHI10"
232409+012728,351.039600,1.457800,0.190,-99.000,0.19,0.58,-99.,17.29,19.08,GG,V,B,SuGOHI5
232415+011331,351.065180,1.225478,0.592,-99.000,-99.00,-99.00,-99.,19.19,22.38,GG,Y,B,SuGOHI2
232449-010347,351.205150,-1.063190,0.804,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232509+005111,351.289280,0.853220,0.515,-99.000,0.50,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232547+003739,351.449980,0.627640,0.443,-99.000,0.47,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232557-005226,351.489090,-0.874120,0.794,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,"SuGOHI10 DES DECaLS"
232821-004920,352.090240,-0.822250,0.742,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232833+024214,352.138499,2.703995,0.493,-99.000,-99.00,-99.00,-99.,20.50,-99.00,GG,YCN,B,"SuGOHI8 SuGOHI10"
232937+001042,352.404590,0.178560,0.442,-99.000,-99.00,-99.00,-99.,19.41,23.21,GG,YCN,B,"SuGOHI2 SuGOHI10"
232943-000141,352.429230,-0.028260,0.753,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
232944+023110,352.433950,2.519610,0.647,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
233103+001503,352.766110,0.250980,0.502,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
233106+000012,352.777000,0.003500,-99.000,-99.000,0.69,0.89,-99.,20.07,20.74,GG,VCN,B,"SuGOHI5 SuGOHI10"
233230+003821,353.128890,0.639376,0.623,-99.000,-99.00,-99.00,-99.,19.11,22.30,GG,YS,B,SuGOHI2
233311+022310,353.296320,2.386370,0.472,-99.000,-99.00,-99.00,-99.,19.63,22.25,GG,YCN,B,"SuGOHI2 SuGOHI10"
233528+001355,353.867740,0.232219,0.568,-99.000,-99.00,-99.00,-99.,19.57,22.91,GG,Y,B,SuGOHI2
234018+013036,355.077000,1.510230,0.585,-99.000,0.56,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
234124-003058,355.352850,-0.516250,0.490,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
234248-012032,355.702840,-1.342390,0.578,-99.000,0.53,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
234255+005304,355.731510,0.884540,0.633,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
234345+014702,355.940270,1.784130,0.600,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
235207+001601,358.031010,0.266960,0.876,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
235428-001256,358.618460,-0.215780,0.262,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
235614+023115,359.059230,2.521070,0.372,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
235853+012406,359.721708,1.401816,0.481,-99.000,-99.00,-99.00,-99.,21.20,-99.00,GG,Y,B,SuGOHI8
235948-005913,359.952450,-0.987020,0.758,-99.000,-99.00,-99.00,-99.,-99.,-99.00,GG,CNN,B,SuGOHI10
